Set_ID,Set_Name,Set_Type,Collectible_1,Collectible_2,Collectible_3,Collectible_4,Unlock_Order,Requirement_Type,Required_Value,Unlock_Requirement,Reward,Reward_Tags,Data_Status,Member_Data_Status,Source_URL
SET085,Substitute,Mixed / Unknown,,,,,5,Total Red Stars,18,Get 18 total Red Stars,"Final ATK +250, Final HP +1000",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/substitute
SET085,Substitute,Mixed / Unknown,,,,,6,Total Stars,8,Get 8 Stars,"Final ATK +50, Final HP +200",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/substitute
SET085,Substitute,Mixed / Unknown,,,,,7,Total Stars,16,Get 16 Stars,"Final ATK +100, Final HP +400",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/substitute
SET085,Substitute,Mixed / Unknown,,,,,8,Total Stars,24,Get 24 Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/substitute
SET086,Near Future,Mixed / Unknown,,,,,1,Get Collectibles,4,Get 4 Collectibles,"Final ATK +50, Final HP +200",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/near-future
SET086,Near Future,Mixed / Unknown,,,,,2,Each Gold Stars,3,Each Collectible gets 3 Gold Stars,"Final ATK +100, Final HP +400",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/near-future
SET086,Near Future,Mixed / Unknown,,,,,3,Total Gold Stars,18,Get 18 total Gold Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/near-future
SET086,Near Future,Mixed / Unknown,,,,,4,Each Red Stars,3,Each Collectible gets 3 Red Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/near-future
SET086,Near Future,Mixed / Unknown,,,,,5,Total Red Stars,18,Get 18 total Red Stars,"Final ATK +250, Final HP +1000",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/near-future
SET086,Near Future,Mixed / Unknown,,,,,6,Total Stars,8,Get 8 Stars,"Final ATK +50, Final HP +200",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/near-future
SET086,Near Future,Mixed / Unknown,,,,,7,Total Stars,16,Get 16 Stars,"Final ATK +100, Final HP +400",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/near-future
SET086,Near Future,Mixed / Unknown,,,,,8,Total Stars,24,Get 24 Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/near-future
SET087,Best Experience,Mixed / Unknown,,,,,1,Get Collectibles,4,Get 4 Collectibles,"Final ATK +50, Final HP +200",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/best-experience
SET087,Best Experience,Mixed / Unknown,,,,,2,Each Gold Stars,3,Each Collectible gets 3 Gold Stars,"Final ATK +100, Final HP +400",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/best-experience
SET087,Best Experience,Mixed / Unknown,,,,,3,Total Gold Stars,18,Get 18 total Gold Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/best-experience
SET087,Best Experience,Mixed / Unknown,,,,,4,Each Red Stars,3,Each Collectible gets 3 Red Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/best-experience
SET087,Best Experience,Mixed / Unknown,,,,,5,Total Red Stars,18,Get 18 total Red Stars,"Final ATK +250, Final HP +1000",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/best-experience
SET087,Best Experience,Mixed / Unknown,,,,,6,Total Stars,8,Get 8 Stars,"Final ATK +50, Final HP +200",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/best-experience
SET087,Best Experience,Mixed / Unknown,,,,,7,Total Stars,16,Get 16 Stars,"Final ATK +100, Final HP +400",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/best-experience
SET087,Best Experience,Mixed / Unknown,,,,,8,Total Stars,24,Get 24 Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/best-experience
SET088,Hyperrift Tech,2 Reds,Life Hourglass,Dimension Foil,Super Circuit Board,Comms Conch,1,Get Collectibles,4,Get 4 Collectibles,"Final ATK +500, Final HP +2000",ATK% | HP% | Final ATK | Final HP,Members and damage milestones from current sIO Tools model; universal stat milestones reconstructed from GarryTools special-set pages,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/hyperrift-tech
SET088,Hyperrift Tech,2 Reds,Life Hourglass,Dimension Foil,Super Circuit Board,Comms Conch,2,Total Gold Stars,20,Get 20 total Gold Stars,Lacerated Damage +5%,Lacerated,Members and damage milestones from current sIO Tools model; universal stat milestones reconstructed from GarryTools special-set pages,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/hyperrift-tech
SET088,Hyperrift Tech,2 Reds,Life Hourglass,Dimension Foil,Super Circuit Board,Comms Conch,3,Total Red Stars,20,Get 20 total Red Stars,Lacerated Damage +5%,Lacerated,Members and damage milestones from current sIO Tools model; universal stat milestones reconstructed from GarryTools special-set pages,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/hyperrift-tech
SET088,Hyperrift Tech,2 Reds,Life Hourglass,Dimension Foil,Super Circuit Board,Comms Conch,4,Total Stars,8,Get 8 Stars,"Final ATK +600, Final HP +2400",ATK% | HP% | Final ATK | Final HP,Members and damage milestones from current sIO Tools model; universal stat milestones reconstructed from GarryTools special-set pages,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/hyperrift-tech
SET088,Hyperrift Tech,2 Reds,Life Hourglass,Dimension Foil,Super Circuit Board,Comms Conch,5,Total Stars,16,Get 16 Stars,"Final ATK +900, Final HP +3600",ATK% | HP% | Final ATK | Final HP,Members and damage milestones from current sIO Tools model; universal stat milestones reconstructed from GarryTools special-set pages,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/hyperrift-tech
SET088,Hyperrift Tech,2 Reds,Life Hourglass,Dimension Foil,Super Circuit Board,Comms Conch,6,Total Stars,25,Get 25 Stars,ATK +6%,ATK%,Members and damage milestones from current sIO Tools model; universal stat milestones reconstructed from GarryTools special-set pages,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/hyperrift-tech
SET089,Rewriting the Stars' Memories,2 Reds,Starcore Diamond,Memory Editor,Mini Dyson Sphere,Star-Rail Passenger Card,1,Get Collectibles,4,Get 4 Collectibles,"Final ATK +500, Final HP +2000",ATK% | HP% | Final ATK | Final HP,Members and damage milestones from current sIO Tools model; universal stat milestones reconstructed from GarryTools special-set pages,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/rewriting-the-stars-memories
SET089,Rewriting the Stars' Memories,2 Reds,Starcore Diamond,Memory Editor,Mini Dyson Sphere,Star-Rail Passenger Card,2,Total Stars,8,Get 8 Stars,"Final ATK +600, Final HP +2400",ATK% | HP% | Final ATK | Final HP,Members and damage milestones from current sIO Tools model; universal stat milestones reconstructed from GarryTools special-set pages,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/rewriting-the-stars-memories
SET089,Rewriting the Stars' Memories,2 Reds,Starcore Diamond,Memory Editor,Mini Dyson Sphere,Star-Rail Passenger Card,3,Total Stars,16,Get 16 Stars,"Final ATK +900, Final HP +3600",ATK% | HP% | Final ATK | Final HP,Members and damage milestones from current sIO Tools model; universal stat milestones reconstructed from GarryTools special-set pages,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/rewriting-the-stars-memories
SET089,Rewriting the Stars' Memories,2 Reds,Starcore Diamond,Memory Editor,Mini Dyson Sphere,Star-Rail Passenger Card,4,Total Stars,25,Get 25 Stars,ATK +6%,ATK%,Members and damage milestones from current sIO Tools model; universal stat milestones reconstructed from GarryTools special-set pages,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/rewriting-the-stars-memories
SET090,Goldfinger,2 Reds,Dice of Destiny,Spatial Rewinder,Shuttle Capsule,Neurochip,1,Get Collectibles,4,Get 4 Collectibles,"Final ATK +500, Final HP +2000",ATK% | HP% | Final ATK | Final HP,Members and damage milestones from current sIO Tools model; universal stat milestones reconstructed from GarryTools special-set pages,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/goldfinger
SET090,Goldfinger,2 Reds,Dice of Destiny,Spatial Rewinder,Shuttle Capsule,Neurochip,2,Total Gold Stars,10,Get 10 total Gold Stars,Skill Damage +20%,Skill Damage,Members and damage milestones from current sIO Tools model; universal stat milestones reconstructed from GarryTools special-set pages,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/goldfinger
SET090,Goldfinger,2 Reds,Dice of Destiny,Spatial Rewinder,Shuttle Capsule,Neurochip,3,Total Red Stars,10,Get 10 total Red Stars,"Skill Damage +20%, Weakened Damage +10%",Skill Damage | Weakened,Members and damage milestones from current sIO Tools model; universal stat milestones reconstructed from GarryTools special-set pages,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/goldfinger
SET090,Goldfinger,2 Reds,Dice of Destiny,Spatial Rewinder,Shuttle Capsule,Neurochip,4,Total Red Stars,20,Get 20 total Red Stars,Weakened Damage +20%,Weakened,Members and damage milestones from current sIO Tools model; universal stat milestones reconstructed from GarryTools special-set pages,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/goldfinger
SET090,Goldfinger,2 Reds,Dice of Destiny,Spatial Rewinder,Shuttle Capsule,Neurochip,5,Total Stars,8,Get 8 Stars,"Final ATK +600, Final HP +2400",ATK% | HP% | Final ATK | Final HP,Members and damage milestones from current sIO Tools model; universal stat milestones reconstructed from GarryTools special-set pages,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/goldfinger
SET090,Goldfinger,2 Reds,Dice of Destiny,Spatial Rewinder,Shuttle Capsule,Neurochip,6,Total Stars,16,Get 16 Stars,"Final ATK +900, Final HP +3600",ATK% | HP% | Final ATK | Final HP,Members and damage milestones from current sIO Tools model; universal stat milestones reconstructed from GarryTools special-set pages,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/goldfinger
SET090,Goldfinger,2 Reds,Dice of Destiny,Spatial Rewinder,Shuttle Capsule,Neurochip,7,Total Stars,25,Get 25 Stars,ATK +6%,ATK%,Members and damage milestones from current sIO Tools model; universal stat milestones reconstructed from GarryTools special-set pages,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/goldfinger
SET091,Summon the Stand-in!,4 Reds,Dark Matter Construct,Timeline Cube,Omni-Symbiote,Prophet's Tarot,1,Get Collectibles,4,Get 4 Collectibles,"Final ATK +500, Final HP +2000",ATK% | HP% | Final ATK | Final HP,Members and damage milestones from current sIO Tools model; universal stat milestones reconstructed from GarryTools special-set pages,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/summon-the-stand-in
SET091,Summon the Stand-in!,4 Reds,Dark Matter Construct,Timeline Cube,Omni-Symbiote,Prophet's Tarot,2,Total Gold Stars,20,Get 20 total Gold Stars,ATK +4%,ATK%,Members and damage milestones from current sIO Tools model; universal stat milestones reconstructed from GarryTools special-set pages,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/summon-the-stand-in
SET091,Summon the Stand-in!,4 Reds,Dark Matter Construct,Timeline Cube,Omni-Symbiote,Prophet's Tarot,3,Total Red Stars,20,Get 20 total Red Stars,ATK +6%,ATK%,Members and damage milestones from current sIO Tools model; universal stat milestones reconstructed from GarryTools special-set pages,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/summon-the-stand-in
SET091,Summon the Stand-in!,4 Reds,Dark Matter Construct,Timeline Cube,Omni-Symbiote,Prophet's Tarot,4,Total Stars,8,Get 8 Stars,"Final ATK +600, Final HP +2400",ATK% | HP% | Final ATK | Final HP,Members and damage milestones from current sIO Tools model; universal stat milestones reconstructed from GarryTools special-set pages,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/summon-the-stand-in
SET091,Summon the Stand-in!,4 Reds,Dark Matter Construct,Timeline Cube,Omni-Symbiote,Prophet's Tarot,5,Total Stars,16,Get 16 Stars,"Final ATK +900, Final HP +3600",ATK% | HP% | Final ATK | Final HP,Members and damage milestones from current sIO Tools model; universal stat milestones reconstructed from GarryTools special-set pages,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/summon-the-stand-in
SET091,Summon the Stand-in!,4 Reds,Dark Matter Construct,Timeline Cube,Omni-Symbiote,Prophet's Tarot,6,Total Stars,25,Get 25 Stars,Set-specific reward not present in the local calculator snapshot,,Members and damage milestones from current sIO Tools model; universal stat milestones reconstructed from GarryTools special-set pages,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/summon-the-stand-in
SET092,Dream or Reality?,1 Red,Dark Matter Construct,Geocore Orb,Aquacore Orb,Dreamscape Gyro,1,Get Collectibles,4,Get 4 Collectibles,"Final ATK +200, Final HP +800",ATK% | HP% | Final ATK | Final HP,Exact GarryTools page pattern and member list transcribed,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/dream-or-reality
SET092,Dream or Reality?,1 Red,Dark Matter Construct,Geocore Orb,Aquacore Orb,Dreamscape Gyro,2,Each Gold Stars,3,Each Collectible gets 3 Gold Stars,"Final ATK +300, Final HP +1200",ATK% | HP% | Final ATK | Final HP,Exact GarryTools page pattern and member list transcribed,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/dream-or-reality
SET092,Dream or Reality?,1 Red,Dark Matter Construct,Geocore Orb,Aquacore Orb,Dreamscape Gyro,3,Total Gold Stars,19,Get 19 total Gold Stars,ATK +4%,ATK%,Exact GarryTools page pattern and member list transcribed,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/dream-or-reality
SET092,Dream or Reality?,1 Red,Dark Matter Construct,Geocore Orb,Aquacore Orb,Dreamscape Gyro,4,Each Red Stars,3,Each Collectible gets 3 Red Stars,"Final ATK +500, Final HP +2000",ATK% | HP% | Final ATK | Final HP,Exact GarryTools page pattern and member list transcribed,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/dream-or-reality
SET092,Dream or Reality?,1 Red,Dark Matter Construct,Geocore Orb,Aquacore Orb,Dreamscape Gyro,5,Total Red Stars,19,Get 19 total Red Stars,ATK +6%,ATK%,Exact GarryTools page pattern and member list transcribed,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/dream-or-reality
SET092,Dream or Reality?,1 Red,Dark Matter Construct,Geocore Orb,Aquacore Orb,Dreamscape Gyro,6,Total Stars,8,Get 8 Stars,"Final ATK +200, Final HP +800",ATK% | HP% | Final ATK | Final HP,Exact GarryTools page pattern and member list transcribed,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/dream-or-reality
SET092,Dream or Reality?,1 Red,Dark Matter Construct,Geocore Orb,Aquacore Orb,Dreamscape Gyro,7,Total Stars,16,Get 16 Stars,"Final ATK +300, Final HP +1200",ATK% | HP% | Final ATK | Final HP,Exact GarryTools page pattern and member list transcribed,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/dream-or-reality
SET092,Dream or Reality?,1 Red,Dark Matter Construct,Geocore Orb,Aquacore Orb,Dreamscape Gyro,8,Total Stars,24,Get 24 Stars,"Final ATK +500, Final HP +2000",ATK% | HP% | Final ATK | Final HP,Exact GarryTools page pattern and member list transcribed,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/dream-or-reality
SET093,Force of Fortune,Mixed / Unknown,,,,,1,Get Collectibles,4,Get 4 Collectibles,"Final ATK +50, Final HP +200",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/force-of-fortune
SET093,Force of Fortune,Mixed / Unknown,,,,,2,Each Gold Stars,3,Each Collectible gets 3 Gold Stars,"Final ATK +100, Final HP +400",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/force-of-fortune
SET093,Force of Fortune,Mixed / Unknown,,,,,3,Total Gold Stars,18,Get 18 total Gold Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/force-of-fortune
SET093,Force of Fortune,Mixed / Unknown,,,,,4,Each Red Stars,3,Each Collectible gets 3 Red Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/force-of-fortune
SET093,Force of Fortune,Mixed / Unknown,,,,,5,Total Red Stars,18,Get 18 total Red Stars,"Final ATK +250, Final HP +1000",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/force-of-fortune
SET093,Force of Fortune,Mixed / Unknown,,,,,6,Total Stars,8,Get 8 Stars,"Final ATK +50, Final HP +200",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/force-of-fortune
SET093,Force of Fortune,Mixed / Unknown,,,,,7,Total Stars,16,Get 16 Stars,"Final ATK +100, Final HP +400",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/force-of-fortune
SET093,Force of Fortune,Mixed / Unknown,,,,,8,Total Stars,24,Get 24 Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/force-of-fortune
SET094,Life Reboot Device,1 Red,Omni-Symbiote,Geocore Orb,Aquacore Orb,,1,Get Collectibles,4,Get 4 Collectibles,"Final ATK +200, Final HP +800",ATK% | HP% | Final ATK | Final HP,Members/effect direction from current sIO Tools model; full four-item milestones normalized to GarryTools one-red template,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/life-reboot-device
SET094,Life Reboot Device,1 Red,Omni-Symbiote,Geocore Orb,Aquacore Orb,,2,Each Gold Stars,3,Each Collectible gets 3 Gold Stars,"Final ATK +300, Final HP +1200",ATK% | HP% | Final ATK | Final HP,Members/effect direction from current sIO Tools model; full four-item milestones normalized to GarryTools one-red template,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/life-reboot-device
SET094,Life Reboot Device,1 Red,Omni-Symbiote,Geocore Orb,Aquacore Orb,,3,Total Gold Stars,19,Get 19 total Gold Stars,ATK +4%,ATK%,Members/effect direction from current sIO Tools model; full four-item milestones normalized to GarryTools one-red template,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/life-reboot-device
SET094,Life Reboot Device,1 Red,Omni-Symbiote,Geocore Orb,Aquacore Orb,,4,Each Red Stars,3,Each Collectible gets 3 Red Stars,"Final ATK +500, Final HP +2000",ATK% | HP% | Final ATK | Final HP,Members/effect direction from current sIO Tools model; full four-item milestones normalized to GarryTools one-red template,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/life-reboot-device
SET094,Life Reboot Device,1 Red,Omni-Symbiote,Geocore Orb,Aquacore Orb,,5,Total Red Stars,19,Get 19 total Red Stars,ATK +6%,ATK%,Members/effect direction from current sIO Tools model; full four-item milestones normalized to GarryTools one-red template,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/life-reboot-device
SET094,Life Reboot Device,1 Red,Omni-Symbiote,Geocore Orb,Aquacore Orb,,6,Total Stars,8,Get 8 Stars,"Final ATK +200, Final HP +800",ATK% | HP% | Final ATK | Final HP,Members/effect direction from current sIO Tools model; full four-item milestones normalized to GarryTools one-red template,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/life-reboot-device
SET094,Life Reboot Device,1 Red,Omni-Symbiote,Geocore Orb,Aquacore Orb,,7,Total Stars,16,Get 16 Stars,"Final ATK +300, Final HP +1200",ATK% | HP% | Final ATK | Final HP,Members/effect direction from current sIO Tools model; full four-item milestones normalized to GarryTools one-red template,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/life-reboot-device
SET094,Life Reboot Device,1 Red,Omni-Symbiote,Geocore Orb,Aquacore Orb,,8,Total Stars,24,Get 24 Stars,"Final ATK +500, Final HP +2000",ATK% | HP% | Final ATK | Final HP,Members/effect direction from current sIO Tools model; full four-item milestones normalized to GarryTools one-red template,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/life-reboot-device
SET095,Vision of Victory,1 Red,Prophet's Tarot,Pyrocore Orb,Aerocore Orb,King's Gauntlet,1,Get Collectibles,4,Get 4 Collectibles,"Final ATK +200, Final HP +800",ATK% | HP% | Final ATK | Final HP,Exact GarryTools page pattern and member list transcribed,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/vision-of-victory
SET095,Vision of Victory,1 Red,Prophet's Tarot,Pyrocore Orb,Aerocore Orb,King's Gauntlet,2,Each Gold Stars,3,Each Collectible gets 3 Gold Stars,"Final ATK +300, Final HP +1200",ATK% | HP% | Final ATK | Final HP,Exact GarryTools page pattern and member list transcribed,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/vision-of-victory
SET095,Vision of Victory,1 Red,Prophet's Tarot,Pyrocore Orb,Aerocore Orb,King's Gauntlet,3,Total Gold Stars,19,Get 19 total Gold Stars,HP +4%,HP%,Exact GarryTools page pattern and member list transcribed,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/vision-of-victory
SET095,Vision of Victory,1 Red,Prophet's Tarot,Pyrocore Orb,Aerocore Orb,King's Gauntlet,4,Each Red Stars,3,Each Collectible gets 3 Red Stars,"Final ATK +500, Final HP +2000",ATK% | HP% | Final ATK | Final HP,Exact GarryTools page pattern and member list transcribed,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/vision-of-victory
SET095,Vision of Victory,1 Red,Prophet's Tarot,Pyrocore Orb,Aerocore Orb,King's Gauntlet,5,Total Red Stars,19,Get 19 total Red Stars,HP +6%,HP%,Exact GarryTools page pattern and member list transcribed,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/vision-of-victory
SET095,Vision of Victory,1 Red,Prophet's Tarot,Pyrocore Orb,Aerocore Orb,King's Gauntlet,6,Total Stars,8,Get 8 Stars,"Final ATK +200, Final HP +800",ATK% | HP% | Final ATK | Final HP,Exact GarryTools page pattern and member list transcribed,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/vision-of-victory
SET095,Vision of Victory,1 Red,Prophet's Tarot,Pyrocore Orb,Aerocore Orb,King's Gauntlet,7,Total Stars,16,Get 16 Stars,"Final ATK +300, Final HP +1200",ATK% | HP% | Final ATK | Final HP,Exact GarryTools page pattern and member list transcribed,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/vision-of-victory
SET095,Vision of Victory,1 Red,Prophet's Tarot,Pyrocore Orb,Aerocore Orb,King's Gauntlet,8,Total Stars,24,Get 24 Stars,"Final ATK +500, Final HP +2000",ATK% | HP% | Final ATK | Final HP,Exact GarryTools page pattern and member list transcribed,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/vision-of-victory
SET096,Perceiving the Essence,2 Yellows,Geocore Orb,Pyrocore Orb,Terra Fan,Decoder Lens,1,Get Collectibles,4,Get 4 Collectibles,"Final ATK +50, Final HP +200",ATK% | HP% | Final ATK | Final HP,Exact GarryTools page pattern and member list transcribed,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/perceiving-the-essence
