Skill_ID,Skill_Name,Skill_Type,Source_System,Base_or_Evolution,Evolves_From,Evolution_Requirement,Behavior_Description,Primary_Damage_Form,Targeting_or_Area,Status_or_Control,Damage_Affecting_Properties,Calculation_Data_Included,Verification_Status,Primary_Source_URL,Secondary_Source_URL
SKL0116,Yin-Yang Balance,Survivor Unlock / Skill,Survivor: Master Yang,1 Star,,,Change Yin/Yang stances in battle. Palm Wind inflicts scaling Vulnerability; extra Sunfire Palm Vulnerability +25%.,Melee / Slash / Contact,As stated in the effect text,Vulnerability,Enemy damage-taken effect,No,Exact source transcription,https://garrytools.com/guide/survivors/master-yang,https://survivorio.fandom.com/wiki/Characters
SKL0128,Anomalous Synergy / Tritone Performance,Survivor Unlock / Skill,Survivor: Metallia,A1,,,Shield Damage +10%. Green: Crit Damage +20%. Blue: Base Movement Speed +1. Purple: Damage reduction +20% for 3 seconds.,Stat or conditional modifier,As stated in the effect text,,Critical damage,No,Exact source transcription,https://garrytools.com/guide/survivors/metallia,https://survivorio.fandom.com/wiki/Characters
SKL0135,Anomalous Synergy Maximum,Survivor Unlock / Skill,Survivor: Metallia,A8,,,"Shield Damage +25%, damage to Poisoned targets +80%, and damage to Chilled targets +40%. Teamwork passive slot +1.",Ground field / Damage over time,As stated in the effect text,Chill | Poison,Conditional target damage,No,Exact source transcription,https://garrytools.com/guide/survivors/metallia,https://survivorio.fandom.com/wiki/Characters
SKL0129,Anomalous Synergy Pursuit,Survivor Unlock / Skill,Survivor: Metallia,A2,,,Damage to Poisoned targets +5%. Unlock 1 Teamwork passive slot.,Ground field / Damage over time,As stated in the effect text,Poison,Conditional target damage,No,Exact source transcription,https://garrytools.com/guide/survivors/metallia,https://survivorio.fandom.com/wiki/Characters
SKL0131,Anomalous Synergy Pursuit II,Survivor Unlock / Skill,Survivor: Metallia,A4,,,Damage to Chilled targets +5%. Teamwork passive slot +1.,Stat or conditional modifier,As stated in the effect text,Chill,Conditional target damage,No,Exact source transcription,https://garrytools.com/guide/survivors/metallia,https://survivorio.fandom.com/wiki/Characters
SKL0133,Anomalous Synergy Pursuit III,Survivor Unlock / Skill,Survivor: Metallia,A6,,,Damage to Poisoned targets +15%. Teamwork passive slot +1.,Ground field / Damage over time,As stated in the effect text,Poison,Conditional target damage,No,Exact source transcription,https://garrytools.com/guide/survivors/metallia,https://survivorio.fandom.com/wiki/Characters
SKL0125,Harmonic Power,Survivor Unlock / Skill,Survivor: Metallia,1 Star,,,Attacking Weakened targets restores Energy Shield. Deals heavy wounds to Poisoned and Chilled targets.,Ground field / Damage over time,As stated in the effect text,Chill | Poison | Weaken,Status application / control,No,Exact source transcription,https://garrytools.com/guide/survivors/metallia,https://survivorio.fandom.com/wiki/Characters
SKL0127,Lingering Reverb,Survivor Unlock / Skill,Survivor: Metallia,6 Star,,,Tritone debuff duration +15 seconds; Survivor ATK +20%.,Aura / Field / Zone,As stated in the effect text,,ATK stat,No,Exact source transcription,https://garrytools.com/guide/survivors/metallia,https://survivorio.fandom.com/wiki/Characters
SKL0130,Tritone Performance Enhancement,Survivor Unlock / Skill,Survivor: Metallia,A3,,,Green Crit Damage +20%; Blue Movement Speed +1; Purple damage reduction becomes 30% for 3 seconds.,Stat or conditional modifier,As stated in the effect text,,Critical damage,No,Exact source transcription,https://garrytools.com/guide/survivors/metallia,https://survivorio.fandom.com/wiki/Characters
SKL0132,Tritone Performance Enhancement II,Survivor Unlock / Skill,Survivor: Metallia,A5,,,Green Crit Damage +20%; Blue Movement Speed +1; Purple grants invincibility for 3 seconds.,Stat or conditional modifier,As stated in the effect text,,Critical damage,No,Exact source transcription,https://garrytools.com/guide/survivors/metallia,https://survivorio.fandom.com/wiki/Characters
SKL0134,Tritone Performance Enhancement III,Survivor Unlock / Skill,Survivor: Metallia,A7,,,Green Crit Damage +60%; Blue Movement Speed +1; Purple invincibility +1 second.,Stat or conditional modifier,As stated in the effect text,,Critical damage,No,Exact source transcription,https://garrytools.com/guide/survivors/metallia,https://survivorio.fandom.com/wiki/Characters
SKL0126,Voice of Destruction,Survivor Unlock / Skill,Survivor: Metallia,3 Star,,,Tritone debuff duration +5 seconds and Harmonic Power status damage greatly increases; Survivor HP +20%.,Not specified by source,As stated in the effect text,,Duration / uptime,No,Exact source transcription,https://garrytools.com/guide/survivors/metallia,https://survivorio.fandom.com/wiki/Characters
SKL0214,Apocalypse Tornado,Survivor Unlock / Skill,Survivor: Michelangelo,6 Star,,,Whirlwind damage +50% and inflicts Bleed; Survivor ATK +20%.,Stat or conditional modifier,As stated in the effect text,Bleed,Status application plus damage effect,No,Exact source transcription,https://garrytools.com/guide/survivors/michelangelo,https://survivorio.fandom.com/wiki/Characters
SKL0212,Arc Nunchucks,Survivor Unlock / Skill,Survivor: Michelangelo,1 Star,,,Uses Arc Nunchucks; can evolve into Windchaser.,Melee / Slash / Contact,As stated in the effect text,,Special mechanic / stated effect,No,Exact source transcription,https://garrytools.com/guide/survivors/michelangelo,https://survivorio.fandom.com/wiki/Characters
SKL0216,Funtastic Storm Enhancement,Survivor Unlock / Skill,Survivor: Michelangelo,A2,,,Required hits -100; additional Lacerated Damage +10%.,Not specified by source,As stated in the effect text,Laceration,Status application plus damage effect,No,Exact source transcription,https://garrytools.com/guide/survivors/michelangelo,https://survivorio.fandom.com/wiki/Characters
SKL0218,Funtastic Storm Enhancement II,Survivor Unlock / Skill,Survivor: Michelangelo,A4,,,Required hits -100; additional Lacerated Damage +10%. Unlock 1 Teamwork passive slot.,Not specified by source,As stated in the effect text,Laceration,Status application plus damage effect,No,Exact source transcription,https://garrytools.com/guide/survivors/michelangelo,https://survivorio.fandom.com/wiki/Characters
SKL0220,Funtastic Storm Maximum,Survivor Unlock / Skill,Survivor: Michelangelo,A6,,,Required hits -200; additional Lacerated Damage +20%. Teamwork passive slot +1.,Not specified by source,As stated in the effect text,Laceration,Status application plus damage effect,No,Exact source transcription,https://garrytools.com/guide/survivors/michelangelo,https://survivorio.fandom.com/wiki/Characters
SKL0213,Tubular Tornado,Survivor Unlock / Skill,Survivor: Michelangelo,3 Star,,,Whirlwind damage +50% and range increases; Survivor HP +20%.,Not specified by source,As stated in the effect text,,Range / area / coverage,No,Exact source transcription,https://garrytools.com/guide/survivors/michelangelo,https://survivorio.fandom.com/wiki/Characters
SKL0215,Twin Throw / Funtastic Storm,Survivor Unlock / Skill,Survivor: Michelangelo,A1,,,Twin Throw can be used again. Every 500 hits creates a windstorm that inflicts Laceration and +10% Lacerated Damage for 5 seconds; 20-second cooldown.,Not specified by source,As stated in the effect text,Laceration,Status application / control,No,Exact source transcription,https://garrytools.com/guide/survivors/michelangelo,https://survivorio.fandom.com/wiki/Characters
SKL0217,Twin Throw Enhancement,Survivor Unlock / Skill,Survivor: Michelangelo,A3,,,Thrown Nunchuck count increases.,Melee / Slash / Contact,As stated in the effect text,,Special mechanic / stated effect,No,Exact source transcription,https://garrytools.com/guide/survivors/michelangelo,https://survivorio.fandom.com/wiki/Characters
SKL0219,Twin Throw Maximum,Survivor Unlock / Skill,Survivor: Michelangelo,A5,,,Range increases and attack damage +50%.,Not specified by source,As stated in the effect text,,Range / area / coverage,No,Exact source transcription,https://garrytools.com/guide/survivors/michelangelo,https://survivorio.fandom.com/wiki/Characters
SKL0230,Sea Star Punch,Survivor Unlock / Skill,Survivor: Patrick,1 Star,,,Uses Sea Star Punch; can evolve into Sea Star Kah-Rah-Tay.,Melee / Slash / Contact,As stated in the effect text,,Special mechanic / stated effect,No,Source-backed paraphrase,https://garrytools.com/guide/survivors/patrick,https://mturbogamer.com/2023/12/survivor-io-get-patrick-underwater-tourmaline/
SKL0231,Swift Strike,Survivor Unlock / Skill,Survivor: Patrick,3 Star,,,Fist attack cooldown -40%; Survivor HP +20%.,Not specified by source,As stated in the effect text,,Attack frequency / cooldown,No,Source-backed paraphrase,https://garrytools.com/guide/survivors/patrick,https://mturbogamer.com/2023/12/survivor-io-get-patrick-underwater-tourmaline/
SKL0232,Talent Burst,Survivor Unlock / Skill,Survivor: Patrick,6 Star,,,Attack interval -20% and damage +25%; Survivor ATK +20%.,Stat or conditional modifier,As stated in the effect text,,ATK stat,No,Source-backed paraphrase,https://garrytools.com/guide/survivors/patrick,https://mturbogamer.com/2023/12/survivor-io-get-patrick-underwater-tourmaline/
SKL0169,Hot-headed,Survivor Unlock / Skill,Survivor: Raphael,6 Star,,,Sai and Fury Sai damage +70%; Survivor ATK +20%.,Stat or conditional modifier,As stated in the effect text,,ATK stat,No,Exact source transcription,https://garrytools.com/guide/survivors/raphael,https://survivorio.fandom.com/wiki/Characters
SKL0168,Power Strike,Survivor Unlock / Skill,Survivor: Raphael,3 Star,,,Every 5 attacks launches a giant Sai that inflicts Bleed; Survivor HP +20%.,Not specified by source,As stated in the effect text,Bleed,Status application / control,No,Exact source transcription,https://garrytools.com/guide/survivors/raphael,https://survivorio.fandom.com/wiki/Characters
SKL0170,Rocket Assault / Scattered Spikes,Survivor Unlock / Skill,Survivor: Raphael,A1,,,"Active: Rocket Assault. Passive: Every 20 seconds fires piercing Sai around the hero, inflicting Laceration and +10% damage to Lacerated targets for 5 seconds.",Missile / Rocket / Drone projectile,As stated in the effect text,Laceration,Conditional target damage,No,Exact source transcription,https://garrytools.com/guide/survivors/raphael,https://survivorio.fandom.com/wiki/Characters
SKL0172,Rocket Assault Enhancement,Survivor Unlock / Skill,Survivor: Raphael,A3,,,Fires more Assault Sai.,Missile / Rocket / Drone projectile,As stated in the effect text,,Special mechanic / stated effect,No,Exact source transcription,https://garrytools.com/guide/survivors/raphael,https://survivorio.fandom.com/wiki/Characters
SKL0174,Rocket Assault Sai,Survivor Unlock / Skill,Survivor: Raphael,A5,,,Fires Assault Sai during Rocket Assault.,Missile / Rocket / Drone projectile,As stated in the effect text,,Special mechanic / stated effect,No,Exact source transcription,https://garrytools.com/guide/survivors/raphael,https://survivorio.fandom.com/wiki/Characters
SKL0167,Sai,Survivor Unlock / Skill,Survivor: Raphael,1 Star,,,Uses 2 Sai; can evolve into Fury Sai.,Not specified by source,As stated in the effect text,,Special mechanic / stated effect,No,Exact source transcription,https://garrytools.com/guide/survivors/raphael,https://survivorio.fandom.com/wiki/Characters
SKL0171,Scattered Spikes Enhancement,Survivor Unlock / Skill,Survivor: Raphael,A2,,,Additional damage to Lacerated targets +10%.,Projectile,As stated in the effect text,Laceration,Conditional target damage,No,Exact source transcription,https://garrytools.com/guide/survivors/raphael,https://survivorio.fandom.com/wiki/Characters
SKL0173,Scattered Spikes Enhancement II,Survivor Unlock / Skill,Survivor: Raphael,A4,,,Additional damage to Lacerated targets +10%. Unlock 1 Teamwork passive slot.,Projectile,As stated in the effect text,Laceration,Conditional target damage,No,Exact source transcription,https://garrytools.com/guide/survivors/raphael,https://survivorio.fandom.com/wiki/Characters
SKL0175,Scattered Spikes Maximum,Survivor Unlock / Skill,Survivor: Raphael,A6,,,Additional damage to Lacerated targets +20%. Teamwork passive slot +1.,Projectile,As stated in the effect text,Laceration,Conditional target damage,No,Exact source transcription,https://garrytools.com/guide/survivors/raphael,https://survivorio.fandom.com/wiki/Characters
SKL0227,Nut Lasso,Survivor Unlock / Skill,Survivor: Sandy,1 Star,,,Uses Nut Lasso; can evolve into Invincible Bubble.,Not specified by source,As stated in the effect text,,Death / revival state,No,Source-backed paraphrase,https://garrytools.com/guide/survivors/sandy,https://mturbogamer.com/2023/12/survivor-io-how-to-get-sandy/
SKL0228,Power Throw,Survivor Unlock / Skill,Survivor: Sandy,3 Star,,,Nut Lasso attack range +25%; Survivor HP +20%.,Not specified by source,As stated in the effect text,,Range / area / coverage,No,Source-backed paraphrase,https://garrytools.com/guide/survivors/sandy,https://mturbogamer.com/2023/12/survivor-io-how-to-get-sandy/
SKL0229,Speed Bubble,Survivor Unlock / Skill,Survivor: Sandy,6 Star,,,Spin Speed +20% and damage +25%; Survivor ATK +20%.,Stat or conditional modifier,As stated in the effect text,,ATK stat,No,Source-backed paraphrase,https://garrytools.com/guide/survivors/sandy,https://mturbogamer.com/2023/12/survivor-io-how-to-get-sandy/
SKL0195,Bonecrusher,Survivor Unlock / Skill,Survivor: Splinter,3 Star,,,Energy-wave damage +30% and inflicts Slow; Survivor HP +20%.,Not specified by source,As stated in the effect text,Slow,Status application plus damage effect,No,Exact source transcription,https://garrytools.com/guide/survivors/splinter,https://survivorio.fandom.com/wiki/Characters
SKL0196,Fatality,Survivor Unlock / Skill,Survivor: Splinter,6 Star,,,Energy-wave damage +30% and Slow is enhanced; Survivor ATK +20%.,Stat or conditional modifier,As stated in the effect text,Slow,Status application plus damage effect,No,Exact source transcription,https://garrytools.com/guide/survivors/splinter,https://survivorio.fandom.com/wiki/Characters
SKL0198,Master Mentor Enhancement,Survivor Unlock / Skill,Survivor: Splinter,A2,,,"Normal Pet Crit Rate +10%, Crit Damage +20%, and S-Pet sync +10%.",Stat or conditional modifier,As stated in the effect text,,Critical rate / critical trigger,No,Exact source transcription,https://garrytools.com/guide/survivors/splinter,https://survivorio.fandom.com/wiki/Characters
SKL0200,Master Mentor Enhancement II,Survivor Unlock / Skill,Survivor: Splinter,A4,,,Normal Pet skill cooldown -15%; S-Pet sync +10%. Unlock 1 Teamwork passive slot.,Not specified by source,As stated in the effect text,,Attack frequency / cooldown,No,Exact source transcription,https://garrytools.com/guide/survivors/splinter,https://survivorio.fandom.com/wiki/Characters
SKL0202,Master Mentor Maximum,Survivor Unlock / Skill,Survivor: Splinter,A6,,,"Normal Pet skill cooldown -10%, Crit Rate +20%, Crit Damage +20%, and S-Pet sync +20%. Teamwork passive slot +1.",Stat or conditional modifier,As stated in the effect text,,Critical rate / critical trigger,No,Exact source transcription,https://garrytools.com/guide/survivors/splinter,https://survivorio.fandom.com/wiki/Characters
SKL0197,Phantom Assault / Master Mentor,Survivor Unlock / Skill,Survivor: Splinter,A1,,,"Adds 1 phantom and damage +20%. Normal Pet skill cooldown -5%, Crit Rate +10%, and S-Pet sync +10%.",Stat or conditional modifier,As stated in the effect text,,Critical rate / critical trigger,No,Exact source transcription,https://garrytools.com/guide/survivors/splinter,https://survivorio.fandom.com/wiki/Characters
SKL0199,Phantom Assault Enhancement,Survivor Unlock / Skill,Survivor: Splinter,A3,,,Adds 1 phantom and damage +20%.,Not specified by source,As stated in the effect text,,Damage increase,No,Exact source transcription,https://garrytools.com/guide/survivors/splinter,https://survivorio.fandom.com/wiki/Characters
SKL0201,Phantom Assault Enhancement II,Survivor Unlock / Skill,Survivor: Splinter,A5,,,Adds 1 phantom and damage +20%.,Not specified by source,As stated in the effect text,,Damage increase,No,Exact source transcription,https://garrytools.com/guide/survivors/splinter,https://survivorio.fandom.com/wiki/Characters
SKL0194,Secret Art Blast,Survivor Unlock / Skill,Survivor: Splinter,1 Star,,,Uses Secret Art Blast; can evolve into Secret Art Fusion.,Explosion,As stated in the effect text,,Added damage event,No,Exact source transcription,https://garrytools.com/guide/survivors/splinter,https://survivorio.fandom.com/wiki/Characters
SKL0226,High-Speed Motor,Survivor Unlock / Skill,Survivor: SpongeBob SquarePants,6 Star,,,Turbo Spatula attack interval -20% and damage +20%; Survivor ATK +20%.,Melee / Slash / Contact,As stated in the effect text,,ATK stat,No,Source-backed paraphrase,https://garrytools.com/guide/survivors/spongebob,https://mturbogamer.com/2023/07/survivor-io-get-spongebob-underwater-ruby/
SKL0225,Master Chef,Survivor Unlock / Skill,Survivor: SpongeBob SquarePants,3 Star,,,Spatula attack range +40%; Survivor HP +20%.,Not specified by source,As stated in the effect text,,Range / area / coverage,No,Source-backed paraphrase,https://garrytools.com/guide/survivors/spongebob,https://mturbogamer.com/2023/07/survivor-io-get-spongebob-underwater-ruby/
SKL0224,Spatula,Survivor Unlock / Skill,Survivor: SpongeBob SquarePants,1 Star,,,Attacks the nearest enemy with a Spatula; can evolve into Fully Automated Turbo Spatula.,Melee / Slash / Contact,As stated in the effect text,,Special mechanic / stated effect,No,Source-backed paraphrase,https://garrytools.com/guide/survivors/spongebob,https://mturbogamer.com/2023/07/survivor-io-get-spongebob-underwater-ruby/
SKL0223,Brilliant Variation,Survivor Unlock / Skill,Survivor: Squidward Tentacles,6 Star,,,Enemies defeated by Fatal Melody deal 2x explosion damage; Survivor ATK +20%.,Explosion,As stated in the effect text,,ATK stat,No,Source-backed paraphrase,https://garrytools.com/guide/survivors/squidward,https://mturbogamer.com/2023/08/survivor-io-how-to-get-squidward-tentacles/
SKL0221,Clarinet,Survivor Unlock / Skill,Survivor: Squidward Tentacles,1 Star,,,Plays the Clarinet to attack nearby enemies; can evolve into Fatal Melody.,Not specified by source,As stated in the effect text,,Special mechanic / stated effect,No,Source-backed paraphrase,https://garrytools.com/guide/survivors/squidward,https://mturbogamer.com/2023/08/survivor-io-how-to-get-squidward-tentacles/
SKL0222,D Minor,Survivor Unlock / Skill,Survivor: Squidward Tentacles,3 Star,,,Clarinet sonic-attack interval -40%; Survivor HP +20%.,Not specified by source,As stated in the effect text,,Attack frequency / cooldown,No,Source-backed paraphrase,https://garrytools.com/guide/survivors/squidward,https://mturbogamer.com/2023/08/survivor-io-how-to-get-squidward-tentacles/
SKL0145,Armed Firepower,Survivor Unlock / Skill,Survivor: Taloxa,1 Star,,,Normal Mode uses Funnel Gun; Mecha Mode uses Vulcan Gun. Both inflict Laceration and can evolve.,Not specified by source,As stated in the effect text,Laceration,Status application / control,No,Exact source transcription,https://garrytools.com/guide/survivors/taloxa,https://survivorio.fandom.com/wiki/Characters
SKL0148,Chain Sync / Tactical Protocol,Survivor Unlock / Skill,Survivor: Taloxa,A1,,,Skill Damage +30%; Mecha sync loss -2% per second. RPG-family hits inflict Laceration; damage to Lacerated targets +10%.,Missile / Rocket / Drone projectile,As stated in the effect text,Laceration,Conditional target damage,No,Exact source transcription,https://garrytools.com/guide/survivors/taloxa,https://survivorio.fandom.com/wiki/Characters
SKL0150,Chain Sync Enhancement,Survivor Unlock / Skill,Survivor: Taloxa,A3,,,"Crit Damage +30%; while Overload is active, damage +20%.",Stat or conditional modifier,As stated in the effect text,,Critical damage,No,Exact source transcription,https://garrytools.com/guide/survivors/taloxa,https://survivorio.fandom.com/wiki/Characters
SKL0152,Chain Sync Enhancement II,Survivor Unlock / Skill,Survivor: Taloxa,A5,,,"Skill Damage +30%, Crit Damage +30%, Mecha sync loss -3% per second, and Overload duration +5 seconds.",Stat or conditional modifier,As stated in the effect text,,Critical damage,No,Exact source transcription,https://garrytools.com/guide/survivors/taloxa,https://survivorio.fandom.com/wiki/Characters
SKL0154,Chain Sync Enhancement III,Survivor Unlock / Skill,Survivor: Taloxa,A7,,,"Skill Damage +60%, Crit Damage +60%, and Funnel/Vulcan Gun damage +35%.",Stat or conditional modifier,As stated in the effect text,,Critical damage,No,Exact source transcription,https://garrytools.com/guide/survivors/taloxa,https://survivorio.fandom.com/wiki/Characters
SKL0146,Conversion,Survivor Unlock / Skill,Survivor: Taloxa,3 Star,,,Using skills grants +50% sync rate; Overload duration +5 seconds and damage to Lacerated targets +15%; Survivor HP +20%.,Stat or conditional modifier,As stated in the effect text,Laceration,Conditional target damage,No,Exact source transcription,https://garrytools.com/guide/survivors/taloxa,https://survivorio.fandom.com/wiki/Characters
SKL0147,Overload,Survivor Unlock / Skill,Survivor: Taloxa,6 Star,,,"Funnel Gun and Vulcan Gun start at Lv.3. During Overload, damage +20% and damage to Lacerated targets +15%; Survivor ATK +20%.",Aura / Field / Zone,As stated in the effect text,Laceration,Conditional target damage,No,Exact source transcription,https://garrytools.com/guide/survivors/taloxa,https://survivorio.fandom.com/wiki/Characters
SKL0155,Tactical Protocol Maximum,Survivor Unlock / Skill,Survivor: Taloxa,A8,,,Damage to Lacerated targets +50%. Teamwork passive slot +1.,Stat or conditional modifier,As stated in the effect text,Laceration,Conditional target damage,No,Exact source transcription,https://garrytools.com/guide/survivors/taloxa,https://survivorio.fandom.com/wiki/Characters
SKL0149,Tactical Protocol Spec,Survivor Unlock / Skill,Survivor: Taloxa,A2,,,Laser-family hits inflict Laceration; damage to Lacerated targets +15%. Unlock 1 Teamwork passive slot.,Beam / Laser,As stated in the effect text,Laceration,Conditional target damage,No,Exact source transcription,https://garrytools.com/guide/survivors/taloxa,https://survivorio.fandom.com/wiki/Characters
SKL0151,Tactical Protocol Spec II,Survivor Unlock / Skill,Survivor: Taloxa,A4,,,Drone-family hits inflict Laceration; damage to Lacerated targets +25%. Teamwork passive slot +1.,Missile / Rocket / Drone projectile,As stated in the effect text,Laceration,Conditional target damage,No,Exact source transcription,https://garrytools.com/guide/survivors/taloxa,https://survivorio.fandom.com/wiki/Characters
SKL0153,Tactical Protocol Spec III,Survivor Unlock / Skill,Survivor: Taloxa,A6,,,Gain +1 weapon-skill slot. Teamwork passive slot +1.,Not specified by source,As stated in the effect text,,Special mechanic / stated effect,No,Exact source transcription,https://garrytools.com/guide/survivors/taloxa,https://survivorio.fandom.com/wiki/Characters
SKL0071,Bladesmith Enhancement,Survivor Unlock / Skill,Survivor: Tsukuyomi,A2,,,"When Bladesmith triggers, equipped-weapon extra damage +5%.",Not specified by source,As stated in the effect text,,Weapon-specific damage,No,Exact source transcription,https://garrytools.com/guide/survivors/tsukuyomi,https://survivorio.fandom.com/wiki/Characters
SKL0073,Bladesmith Skill Damage,Survivor Unlock / Skill,Survivor: Tsukuyomi,A4,,,"When Bladesmith triggers, all Skill Damage +20%. Unlock 1 Teamwork passive slot.",Stat or conditional modifier,As stated in the effect text,,Skill damage,No,Exact source transcription,https://garrytools.com/guide/survivors/tsukuyomi,https://survivorio.fandom.com/wiki/Characters
SKL0075,Bladesmith Weapon Damage II,Survivor Unlock / Skill,Survivor: Tsukuyomi,A6,,,"When Bladesmith triggers, equipped-weapon extra damage +10%. Teamwork passive slot +1.",Not specified by source,As stated in the effect text,,Weapon-specific damage,No,Exact source transcription,https://garrytools.com/guide/survivors/tsukuyomi,https://survivorio.fandom.com/wiki/Characters
SKL0069,Evo Unleashed,Survivor Unlock / Skill,Survivor: Tsukuyomi,6 Star,,,Moonhalo Slash's upgrade requirement is no longer restricted to the main weapon; Survivor ATK +20%.,Melee / Slash / Contact,As stated in the effect text,,Weapon-specific damage,No,Exact source transcription,https://garrytools.com/guide/survivors/tsukuyomi,https://survivorio.fandom.com/wiki/Characters
SKL0070,Iai Slash / Bladesmith,Survivor Unlock / Skill,Survivor: Tsukuyomi,A1,,,"Active: Charge and release an enhanced blade wave. Passive: When blades are used, weapon damage +5%.",Melee / Slash / Contact,As stated in the effect text,,Weapon-specific damage,No,Exact source transcription,https://garrytools.com/guide/survivors/tsukuyomi,https://survivorio.fandom.com/wiki/Characters
SKL0072,Iai Slash Vulnerability,Survivor Unlock / Skill,Survivor: Tsukuyomi,A3,,,Iai Slash inflicts 5% Vulnerability.,Melee / Slash / Contact,As stated in the effect text,Vulnerability,Enemy damage-taken effect,No,Exact source transcription,https://garrytools.com/guide/survivors/tsukuyomi,https://survivorio.fandom.com/wiki/Characters
SKL0074,Iai Slash Vulnerability II,Survivor Unlock / Skill,Survivor: Tsukuyomi,A5,,,Iai Slash inflicts an additional 5% Vulnerability.,Melee / Slash / Contact,As stated in the effect text,Vulnerability,Enemy damage-taken effect,No,Exact source transcription,https://garrytools.com/guide/survivors/tsukuyomi,https://survivorio.fandom.com/wiki/Characters
SKL0067,Moonshade Slash,Survivor Unlock / Skill,Survivor: Tsukuyomi,1 Star,,,Select in battle: Perform a powerful frontal slash.,Melee / Slash / Contact,As stated in the effect text,,Special mechanic / stated effect,No,Exact source transcription,https://garrytools.com/guide/survivors/tsukuyomi,https://survivorio.fandom.com/wiki/Characters
SKL0068,Nitoryu,Survivor Unlock / Skill,Survivor: Tsukuyomi,3 Star,,,"When a bladed main weapon evolves, Moonhalo Slash can be upgraded again; Survivor HP +20%.",Melee / Slash / Contact,As stated in the effect text,,Weapon-specific damage,No,Exact source transcription,https://garrytools.com/guide/survivors/tsukuyomi,https://survivorio.fandom.com/wiki/Characters
SKL0156,Adrenaline,Survivor Unlock / Skill,Survivor: Venato,1 Star,,,"Each time HP is lost, damage increases temporarily; does not stack.",Not specified by source,As stated in the effect text,,Damage increase,No,Exact source transcription,https://garrytools.com/guide/survivors/venato,https://survivorio.fandom.com/wiki/Characters
SKL0159,Bloodthirst Pact / Last Stand,Survivor Unlock / Skill,Survivor: Venato,A1,,,"Blood Pact HP loss counts toward Last Stand and triggers Adrenaline; Adrenaline starts at Lv.3; Crimson Bat damage +50%. Every 30% cumulative HP lost grants Crit Damage +2%, up to 5 stacks.",Melee / Slash / Contact,As stated in the effect text,,Critical damage,No,Exact source transcription,https://garrytools.com/guide/survivors/venato,https://survivorio.fandom.com/wiki/Characters
SKL0161,Boss Hunter,Survivor Unlock / Skill,Survivor: Venato,A3,,,Damage to Elites and Bosses +30%.,Stat or conditional modifier,As stated in the effect text,,Conditional target damage,No,Exact source transcription,https://garrytools.com/guide/survivors/venato,https://survivorio.fandom.com/wiki/Characters
SKL0165,Crimson Bat / Adrenaline Enhancement,Survivor Unlock / Skill,Survivor: Venato,A7,,,Crimson Bat damage +50%; Enhanced Adrenaline starts at Lv.5; damage to Elites/Bosses +60%.,Melee / Slash / Contact,As stated in the effect text,,Conditional target damage,No,Exact source transcription,https://garrytools.com/guide/survivors/venato,https://survivorio.fandom.com/wiki/Characters
SKL0163,Enhanced Blood Pact,Survivor Unlock / Skill,Survivor: Venato,A5,,,Blood Pact HP loss and shield gain per second are doubled; Adrenaline becomes Enhanced Adrenaline with 2x damage bonus.,Not specified by source,As stated in the effect text,,Defense / healing / utility,No,Exact source transcription,https://garrytools.com/guide/survivors/venato,https://survivorio.fandom.com/wiki/Characters
SKL0157,Euphoria,Survivor Unlock / Skill,Survivor: Venato,3 Star,,,Adrenaline damage bonus increases and duration +5 seconds; Survivor HP +20%.,Not specified by source,As stated in the effect text,,Duration / uptime,No,Exact source transcription,https://garrytools.com/guide/survivors/venato,https://survivorio.fandom.com/wiki/Characters
SKL0158,Ironclad,Survivor Unlock / Skill,Survivor: Venato,6 Star,,,"During Blood Pact, gain a fixed 8% HP shield per second and +20% damage to Elites/Bosses; Survivor ATK +20%.",Aura / Field / Zone,As stated in the effect text,,Conditional target damage,No,Exact source transcription,https://garrytools.com/guide/survivors/venato,https://survivorio.fandom.com/wiki/Characters
SKL0164,Last Stand Maximum Stacks,Survivor Unlock / Skill,Survivor: Venato,A6,,,Maximum Last Stand stacks +5. Teamwork passive slot +1.,Not specified by source,As stated in the effect text,,Special mechanic / stated effect,No,Exact source transcription,https://garrytools.com/guide/survivors/venato,https://survivorio.fandom.com/wiki/Characters
SKL0160,Last Stand Plus,Survivor Unlock / Skill,Survivor: Venato,A2,,,Each stack grants Crit Damage +4%. Unlock 1 Teamwork passive slot.,Stat or conditional modifier,As stated in the effect text,,Critical damage,No,Exact source transcription,https://garrytools.com/guide/survivors/venato,https://survivorio.fandom.com/wiki/Characters
SKL0162,Last Stand Plus II,Survivor Unlock / Skill,Survivor: Venato,A4,,,Each stack grants an additional Crit Damage +2%; required HP loss per stack -15%. Teamwork passive slot +1.,Stat or conditional modifier,As stated in the effect text,,Critical damage,No,Exact source transcription,https://garrytools.com/guide/survivors/venato,https://survivorio.fandom.com/wiki/Characters
SKL0166,Last Stand Plus Maximum,Survivor Unlock / Skill,Survivor: Venato,A8,,,Each stack grants Crit Damage +6%. Teamwork passive slot +1.,Stat or conditional modifier,As stated in the effect text,,Critical damage,No,Exact source transcription,https://garrytools.com/guide/survivors/venato,https://survivorio.fandom.com/wiki/Characters
