Unlock_ID,Entity_Type,Entity_ID,System_or_Part,Mode,Base_Tech_1,Base_Tech_2,Tech_Category,Track_Type,Stage_Order,Stage,Requirement,Resonance_Threshold,Overload_Level,Effect_Stat,Effect_Value,Effect_Unit,Effect_Text,Applies_When_Deployed,Requires_Evolution,DPS_Relevant,DPS_Priority,Optimizer_Bucket,General_Investment_Rank,Data_Status,Source_URLs
TUN0403,Twinborn Mode,TB04A,Exo-radicator,Guardian Mode,Exo-skeleton,Annihilator,Twinborn,Twinborn Resonance,15,12000,Reach 12000 Twinborn Resonance Energy.,12000,,Shield Damage,25,%,Shield Damage +25%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Very High,ShieldDamage,4,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0404,Twinborn Mode,TB04A,Exo-radicator,Guardian Mode,Exo-skeleton,Annihilator,Twinborn,Twinborn Resonance,16,13500,Reach 13500 Twinborn Resonance Energy.,13500,,Shield Damage,25,%,Shield Damage +25%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Very High,ShieldDamage,4,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0405,Twinborn Mode,TB04A,Exo-radicator,Guardian Mode,Exo-skeleton,Annihilator,Twinborn,Twinborn Resonance,16,13500,Reach 13500 Twinborn Resonance Energy.,13500,,Damage to Chilled,20,%,Damage to Chilled +20%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,High,StatusDamage,4,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0406,Twinborn Mode,TB04A,Exo-radicator,Guardian Mode,Exo-skeleton,Annihilator,Twinborn,Twinborn Resonance,17,15000,Reach 15000 Twinborn Resonance Energy.,15000,,Lacerated Damage,20,%,Lacerated Damage +20%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,High,StatusDamage,4,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0407,Twinborn Mode,TB04A,Exo-radicator,Guardian Mode,Exo-skeleton,Annihilator,Twinborn,Twinborn Resonance,17,15000,Reach 15000 Twinborn Resonance Energy.,15000,,Skill Damage,20,%,Skill Damage +20%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Very High,SkillDamage,4,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0408,Twinborn Mode,TB04A,Exo-radicator,Guardian Mode,Exo-skeleton,Annihilator,Twinborn,Deployed Resonance,1,100,Equip this mode and reach 100 Resonance Energy.,100,,Chill Application,1,Always / 100%,Chill Application: continuously applied while the condition is active.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,Build Enabler,StatusUptime,4,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0409,Twinborn Mode,TB04A,Exo-radicator,Guardian Mode,Exo-skeleton,Annihilator,Twinborn,Deployed Resonance,2,200,Equip this mode and reach 200 Resonance Energy.,200,,Chill Application,1,Always / 100%,Chill Application: continuously applied while the condition is active.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,Build Enabler,StatusUptime,4,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0410,Twinborn Mode,TB04B,Exo-radicator,Laser Mode,Exo-skeleton,Annihilator,Twinborn,Fusion Unlock,0,Legend,Merge 1 Legend Exo-skeleton with 1 Legend Annihilator.,,,Skill Mechanic,,Text,Unlocks Twinborn Laser Launcher; it can evolve into Twinborn Death Ray. Only one mode from this Twinborn pair can be equipped at a time.,Mode must be selected as the equipped Twinborn side.,Base form no; evolved form yes,Yes,High / build dependent,TwinbornUnlock,4,Exact Drive Twinborn fusion rule,https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c; https://docs.google.com/document/d/1BJK2oTB44WENmvroWX__wf5ZUuwZIeAYgCMsorrUU7c
TUN0411,Twinborn Mode,TB04B,Exo-radicator,Laser Mode,Exo-skeleton,Annihilator,Twinborn,Twinborn Rarity,1,Legend,Raise this Twinborn mode to Legend quality.,,,Crit Rate,20,%,Crit Rate +20%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,High,Crit,4,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0412,Twinborn Mode,TB04B,Exo-radicator,Laser Mode,Exo-skeleton,Annihilator,Twinborn,Twinborn Rarity,1,Legend,Raise this Twinborn mode to Legend quality.,,,Crit Damage,40,%,Crit Damage +40%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Medium-High,Crit,4,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0413,Twinborn Mode,TB04B,Exo-radicator,Laser Mode,Exo-skeleton,Annihilator,Twinborn,Twinborn Rarity,2,Eternal,Raise this Twinborn mode to Eternal quality.,,,Skill Damage,80,%,Skill Damage +80%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Very High,SkillDamage,4,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0414,Twinborn Mode,TB04B,Exo-radicator,Laser Mode,Exo-skeleton,Annihilator,Twinborn,Twinborn Rarity,2,Eternal,Raise this Twinborn mode to Eternal quality.,,,Crit Damage,40,%,Crit Damage +40%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Medium-High,Crit,4,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0415,Twinborn Mode,TB04B,Exo-radicator,Laser Mode,Exo-skeleton,Annihilator,Twinborn,Twinborn Resonance,1,300,Reach 300 Twinborn Resonance Energy.,300,,Lacerated Damage,10,%,Lacerated Damage +10%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,High,StatusDamage,4,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0416,Twinborn Mode,TB04B,Exo-radicator,Laser Mode,Exo-skeleton,Annihilator,Twinborn,Twinborn Resonance,2,600,Reach 600 Twinborn Resonance Energy.,600,,Crit Damage,40,%,Crit Damage +40%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Medium-High,Crit,4,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0417,Twinborn Mode,TB04B,Exo-radicator,Laser Mode,Exo-skeleton,Annihilator,Twinborn,Twinborn Resonance,2,600,Reach 600 Twinborn Resonance Energy.,600,,Lacerated Damage,15,%,Lacerated Damage +15%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,High,StatusDamage,4,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0418,Twinborn Mode,TB04B,Exo-radicator,Laser Mode,Exo-skeleton,Annihilator,Twinborn,Twinborn Resonance,3,900,Reach 900 Twinborn Resonance Energy.,900,,Skill Damage,40,%,Skill Damage +40%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Very High,SkillDamage,4,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0419,Twinborn Mode,TB04B,Exo-radicator,Laser Mode,Exo-skeleton,Annihilator,Twinborn,Twinborn Resonance,4,1200,Reach 1200 Twinborn Resonance Energy.,1200,,Crit Damage,20,%,Crit Damage +20%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Medium-High,Crit,4,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0420,Twinborn Mode,TB04B,Exo-radicator,Laser Mode,Exo-skeleton,Annihilator,Twinborn,Twinborn Resonance,5,1650,Reach 1650 Twinborn Resonance Energy.,1650,,Skill Damage,20,%,Skill Damage +20%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Very High,SkillDamage,4,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0421,Twinborn Mode,TB04B,Exo-radicator,Laser Mode,Exo-skeleton,Annihilator,Twinborn,Twinborn Resonance,6,2100,Reach 2100 Twinborn Resonance Energy.,2100,,Lacerated Damage,10,%,Lacerated Damage +10%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,High,StatusDamage,4,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0422,Twinborn Mode,TB04B,Exo-radicator,Laser Mode,Exo-skeleton,Annihilator,Twinborn,Twinborn Resonance,7,2550,Reach 2550 Twinborn Resonance Energy.,2550,,Crit Damage,20,%,Crit Damage +20%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Medium-High,Crit,4,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0423,Twinborn Mode,TB04B,Exo-radicator,Laser Mode,Exo-skeleton,Annihilator,Twinborn,Twinborn Resonance,8,3000,Reach 3000 Twinborn Resonance Energy.,3000,,Lacerated Damage,15,%,Lacerated Damage +15%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,High,StatusDamage,4,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0424,Twinborn Mode,TB04B,Exo-radicator,Laser Mode,Exo-skeleton,Annihilator,Twinborn,Twinborn Resonance,9,4500,Reach 4500 Twinborn Resonance Energy.,4500,,Skill Damage,20,%,Skill Damage +20%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Very High,SkillDamage,4,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0425,Twinborn Mode,TB04B,Exo-radicator,Laser Mode,Exo-skeleton,Annihilator,Twinborn,Twinborn Resonance,10,6000,Reach 6000 Twinborn Resonance Energy.,6000,,Crit Rate,10,%,Crit Rate +10%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,High,Crit,4,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0426,Twinborn Mode,TB04B,Exo-radicator,Laser Mode,Exo-skeleton,Annihilator,Twinborn,Twinborn Resonance,10,6000,Reach 6000 Twinborn Resonance Energy.,6000,,Crit Damage,20,%,Crit Damage +20%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Medium-High,Crit,4,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0427,Twinborn Mode,TB04B,Exo-radicator,Laser Mode,Exo-skeleton,Annihilator,Twinborn,Twinborn Resonance,11,9000,Reach 9000 Twinborn Resonance Energy.,9000,,Crit Rate,10,%,Crit Rate +10%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,High,Crit,4,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0428,Twinborn Mode,TB04B,Exo-radicator,Laser Mode,Exo-skeleton,Annihilator,Twinborn,Twinborn Resonance,11,9000,Reach 9000 Twinborn Resonance Energy.,9000,,Skill Damage,20,%,Skill Damage +20%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Very High,SkillDamage,4,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0429,Twinborn Mode,TB04B,Exo-radicator,Laser Mode,Exo-skeleton,Annihilator,Twinborn,Twinborn Resonance,12,10500,Reach 10500 Twinborn Resonance Energy.,10500,,Skill Damage,60,%,Skill Damage +60%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Very High,SkillDamage,4,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0430,Twinborn Mode,TB04B,Exo-radicator,Laser Mode,Exo-skeleton,Annihilator,Twinborn,Twinborn Resonance,13,12000,Reach 12000 Twinborn Resonance Energy.,12000,,Crit Rate,20,%,Crit Rate +20%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,High,Crit,4,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0431,Twinborn Mode,TB04B,Exo-radicator,Laser Mode,Exo-skeleton,Annihilator,Twinborn,Twinborn Resonance,14,13500,Reach 13500 Twinborn Resonance Energy.,13500,,Crit Damage,60,%,Crit Damage +60%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Medium-High,Crit,4,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0432,Twinborn Mode,TB04B,Exo-radicator,Laser Mode,Exo-skeleton,Annihilator,Twinborn,Twinborn Resonance,15,15000,Reach 15000 Twinborn Resonance Energy.,15000,,Lacerated Damage,25,%,Lacerated Damage +25%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,High,StatusDamage,4,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0433,Twinborn Mode,TB04B,Exo-radicator,Laser Mode,Exo-skeleton,Annihilator,Twinborn,Deployed Resonance,1,300,Equip this mode and reach 300 Resonance Energy.,300,,Laceration Application,1,Always / 100%,Laceration Application: continuously applied while the condition is active.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,Build Enabler,StatusUptime,4,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0434,Twinborn Mode,TB04B,Exo-radicator,Laser Mode,Exo-skeleton,Annihilator,Twinborn,Deployed Resonance,2,450,Equip this mode and reach 450 Resonance Energy.,450,,Vulnerability,20,%,Vulnerability +20%.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,Very High,Vulnerability,4,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0435,Twinborn Mode,TB04B,Exo-radicator,Laser Mode,Exo-skeleton,Annihilator,Twinborn,Deployed Resonance,3,900,Equip this mode and reach 900 Resonance Energy.,900,,Vulnerability,30,%,Vulnerability +30%.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,Very High,Vulnerability,4,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0436,Twinborn Mode,TB04B,Exo-radicator,Laser Mode,Exo-skeleton,Annihilator,Twinborn,Deployed Resonance,4,3000,Equip this mode and reach 3000 Resonance Energy.,3000,,Vulnerability,25,%,Vulnerability +25%.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,Very High,Vulnerability,4,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0437,Twinborn Mode,TB04B,Exo-radicator,Laser Mode,Exo-skeleton,Annihilator,Twinborn,Deployed Resonance,5,7500,Equip this mode and reach 7500 Resonance Energy.,7500,,Vulnerability,25,%,Vulnerability +25%.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,Very High,Vulnerability,4,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0438,Twinborn Mode,TB04B,Exo-radicator,Laser Mode,Exo-skeleton,Annihilator,Twinborn,Deployed Resonance,6,12000,Equip this mode and reach 12000 Resonance Energy.,12000,,Vulnerability,35,%,Vulnerability +35%.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,Very High,Vulnerability,4,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0439,Twinborn Mode,TB04B,Exo-radicator,Laser Mode,Exo-skeleton,Annihilator,Twinborn,Deployed Resonance,7,15000,Equip this mode and reach 15000 Resonance Energy.,15000,,Vulnerability,40,%,Vulnerability +40%.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,Very High,Vulnerability,4,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0440,Twinborn Mode,TB04B,Exo-radicator,Laser Mode,Exo-skeleton,Annihilator,Twinborn,Tech Overload,1,Overload 1,Reach Tech Overload Lv.1 and at least 3000 Twinborn Resonance.,3000,1,Skill Damage,10,%,Skill Damage +10%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Very High,SkillDamage,4,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0441,Twinborn Mode,TB04B,Exo-radicator,Laser Mode,Exo-skeleton,Annihilator,Twinborn,Tech Overload,2,Overload 2,Reach Tech Overload Lv.2 and at least 3500 Twinborn Resonance.,3500,2,Crit Rate,10,%,Crit Rate +10%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,High,Crit,4,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0442,Twinborn Mode,TB04B,Exo-radicator,Laser Mode,Exo-skeleton,Annihilator,Twinborn,Tech Overload,2,Overload 2,Reach Tech Overload Lv.2 and at least 3500 Twinborn Resonance.,3500,2,Vulnerability,10,%,Vulnerability +10%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Very High,Vulnerability,4,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0443,Twinborn Mode,TB04B,Exo-radicator,Laser Mode,Exo-skeleton,Annihilator,Twinborn,Tech Overload,3,Overload 3,Reach Tech Overload Lv.3 and at least 4000 Twinborn Resonance.,4000,3,Crit Damage,10,%,Crit Damage +10%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Medium-High,Crit,4,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0444,Twinborn Mode,TB04B,Exo-radicator,Laser Mode,Exo-skeleton,Annihilator,Twinborn,Tech Overload,4,Overload 4,Reach Tech Overload Lv.4 and at least 4500 Twinborn Resonance.,4500,4,Skill Damage,15,%,Skill Damage +15%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Very High,SkillDamage,4,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0445,Twinborn Mode,TB04B,Exo-radicator,Laser Mode,Exo-skeleton,Annihilator,Twinborn,Tech Overload,5,Overload 5,Reach Tech Overload Lv.5 and at least 5000 Twinborn Resonance.,5000,5,Crit Rate,10,%,Crit Rate +10%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,High,Crit,4,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0446,Twinborn Mode,TB04B,Exo-radicator,Laser Mode,Exo-skeleton,Annihilator,Twinborn,Tech Overload,5,Overload 5,Reach Tech Overload Lv.5 and at least 5000 Twinborn Resonance.,5000,5,Lacerated Damage,10,%,Lacerated Damage +10%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,High,StatusDamage,4,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0447,Twinborn Mode,TB04B,Exo-radicator,Laser Mode,Exo-skeleton,Annihilator,Twinborn,Tech Overload,6,Overload 6,Reach Tech Overload Lv.6 and at least 5500 Twinborn Resonance.,5500,6,Crit Damage,15,%,Crit Damage +15%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Medium-High,Crit,4,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0448,Twinborn Mode,TB04B,Exo-radicator,Laser Mode,Exo-skeleton,Annihilator,Twinborn,Tech Overload,7,Overload 7,Reach Tech Overload Lv.7 and at least 6000 Twinborn Resonance.,6000,7,Skill Damage,20,%,Skill Damage +20%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Very High,SkillDamage,4,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0449,Twinborn Mode,TB04B,Exo-radicator,Laser Mode,Exo-skeleton,Annihilator,Twinborn,Tech Overload,8,Overload 8,Reach Tech Overload Lv.8 and at least 7000 Twinborn Resonance.,7000,8,Crit Rate,10,%,Crit Rate +10%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,High,Crit,4,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0450,Twinborn Mode,TB04B,Exo-radicator,Laser Mode,Exo-skeleton,Annihilator,Twinborn,Tech Overload,8,Overload 8,Reach Tech Overload Lv.8 and at least 7000 Twinborn Resonance.,7000,8,Vulnerability,15,%,Vulnerability +15%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Very High,Vulnerability,4,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0451,Twinborn Mode,TB04B,Exo-radicator,Laser Mode,Exo-skeleton,Annihilator,Twinborn,Tech Overload,9,Overload 9,Reach Tech Overload Lv.9 and at least 8000 Twinborn Resonance.,8000,9,Crit Damage,20,%,Crit Damage +20%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Medium-High,Crit,4,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0452,Twinborn Mode,TB04B,Exo-radicator,Laser Mode,Exo-skeleton,Annihilator,Twinborn,Tech Overload,10,Overload 10,Reach Tech Overload Lv.10 and at least 9000 Twinborn Resonance.,9000,10,Skill Damage,25,%,Skill Damage +25%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Very High,SkillDamage,4,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0453,Twinborn Mode,TB04B,Exo-radicator,Laser Mode,Exo-skeleton,Annihilator,Twinborn,Tech Overload,11,Overload 11,Reach Tech Overload Lv.11 and at least 10000 Twinborn Resonance.,10000,11,Crit Rate,10,%,Crit Rate +10%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,High,Crit,4,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0454,Twinborn Mode,TB04B,Exo-radicator,Laser Mode,Exo-skeleton,Annihilator,Twinborn,Tech Overload,11,Overload 11,Reach Tech Overload Lv.11 and at least 10000 Twinborn Resonance.,10000,11,Lacerated Damage,15,%,Lacerated Damage +15%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,High,StatusDamage,4,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
