Unlock_ID,Pet_ID,Pet,Base_Animal,Availability,Awakening_Type_Group,Preferred_Toy_Group,Track_Type,Stage_Order,Stage,Required_Base_Quality,Requirement,Awakening_Crystal_Cost,Cumulative_Awakening_Crystals,Same_Type_Pet_Count_Shown,Affection_Level_Cap,Maximum_Player_ATK_From_Affection,Unlock_Name,Effect,Effect_Data_JSON,Effect_Target,Effect_Category,Trigger,DPS_Relevant,DPS_Priority,Optimizer_Bucket,Data_Status,Source_URLs
PUN0117,PET07,Crabobble,Crab,Standard,Group B — Crabobble / Murica,Turtle + Crab,Awakening,8,R3,Legend,Complete the pet's awakening mission and spend the listed awakening materials. Legend quality is associated with the Red awakening track.,60,230,9,90,9000,Deploy Skill Slot Quality,Raises the quality of a deploy-skill slot.,"{""deploy_skill_slot_quality_upgrade"":1}",Pet / Owner / Skill slot,Skill slot,Awakening stage reached; active-skill effects require this pet to be deployed.,Yes,High,DirectPetDamage,Awakening effect exact from current Game8 table; crystal/count/affection values from Drive chart. The source chart's pet-count field is preserved without inventing missing rarity-icon detail.,https://game8.jp/dadasurvivor/587791; https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4
PUN0118,PET07,Crabobble,Crab,Standard,Group B — Crabobble / Murica,Turtle + Crab,Awakening,9,R4,Legend,Complete the pet's awakening mission and spend the listed awakening materials. Legend quality is associated with the Red awakening track.,60,290,9,105,11300,Deploy Skill Slot Quality,Raises the quality of a deploy-skill slot.,"{""deploy_skill_slot_quality_upgrade"":1}",Pet / Owner / Skill slot,Skill slot,Awakening stage reached; active-skill effects require this pet to be deployed.,Yes,High,DirectPetDamage,Awakening effect exact from current Game8 table; crystal/count/affection values from Drive chart. The source chart's pet-count field is preserved without inventing missing rarity-icon detail.,https://game8.jp/dadasurvivor/587791; https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4
PUN0119,PET07,Crabobble,Crab,Standard,Group B — Crabobble / Murica,Turtle + Crab,Awakening,10,R5,Legend,Complete the pet's awakening mission and spend the listed awakening materials. Legend quality is associated with the Red awakening track.,60,350,15,130,15000,Fatal Pincer Maximum,"Each kill gives cooldown -0.5 seconds and skill damage +50%, up to +350%.","{""cooldown_reduction_per_kill_seconds"":0.5,""skill_damage_per_kill_percent"":50,""skill_damage_cap_percent"":350}",Pet / Owner / Skill slot,Pet damage / Cooldown,Awakening stage reached; active-skill effects require this pet to be deployed.,Yes,High for mobs,DirectPetDamage,Awakening effect exact from current Game8 table; crystal/count/affection values from Drive chart. The source chart's pet-count field is preserved without inventing missing rarity-icon detail.,https://game8.jp/dadasurvivor/587791; https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4
PUN0120,PET08,DD-6,Robot,Standard,Group D — Rex / DD-6,Robot + Frog,Base Attack,0,Base Attack,Normal,Deploy this pet in battle.,,,,,,Burning Lasers,"Fires 3 lasers, each dealing 400% Pet ATK damage.","{""laser_count"":3,""damage_percent_per_laser"":400,""cooldown_seconds"":1}",Pet attack,Multi-laser / hit-consistency dependent,Automatic attack while deployed,Yes,High theoretical,DirectPetDamage,Exact current public guide / Drive transcription,https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4; https://onechilledgamer.com/survivor-io-pet-guide/; https://game8.jp/dadasurvivor/587791
PUN0121,PET08,DD-6,Robot,Standard,Group D — Rex / DD-6,Robot + Frog,Assist Skill,1,Better Assist Skill,Better,Reach Better quality; the pet receives one random assist skill.,,,,,,Random Assist Skill,Unlocks one random assist skill used when this pet is assigned as an assist.,"{""random_assist_skill_slots"":1}",Deployed pet,Assist,Pet assigned to one of the two assist slots,Conditional,Skill dependent,AssistSkill,Exact pet-system rule,https://onechilledgamer.com/survivor-io-pet-guide/
PUN0122,PET08,DD-6,Robot,Standard,Group D — Rex / DD-6,Robot + Frog,Quality Skill,2,Excellent Skill 1,Excellent,Reach Excellent quality.,,,,,,Battle Lust,Pet attack and skill cooldown -15%.,"{""pet_cooldown_reduction_percent"":15}",Pet,Battle Lust,"Pet deployed; after awakening, unlocked skills of matching quality may be swapped.",Yes,Very High,PetDamageBuff,Exact current public guide / Drive transcription,https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4; https://onechilledgamer.com/survivor-io-pet-guide/; https://game8.jp/dadasurvivor/587791
PUN0123,PET08,DD-6,Robot,Standard,Group D — Rex / DD-6,Robot + Frog,Quality Skill,3,Excellent Skill 2,Excellent,Reach Excellent quality.,,,,,,Unyielding Will,Pet revival time -20%.,"{""pet_revival_time_reduction_percent"":20}",Pet,Unyielding Will,"Pet deployed; after awakening, unlocked skills of matching quality may be swapped.",No,Survival,SurvivalOrUtility,Exact current public guide / Drive transcription,https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4; https://onechilledgamer.com/survivor-io-pet-guide/; https://game8.jp/dadasurvivor/587791
PUN0124,PET08,DD-6,Robot,Standard,Group D — Rex / DD-6,Robot + Frog,Quality Skill,4,Epic Skill 1,Epic,Reach Epic quality.,,,,,,Tough Skin,Pet damage taken -40%.,"{""pet_damage_taken_reduction_percent"":40}",Pet,Tough Skin,"Pet deployed; after awakening, unlocked skills of matching quality may be swapped.",No,Survival,SurvivalOrUtility,Exact current public guide / Drive transcription,https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4; https://onechilledgamer.com/survivor-io-pet-guide/; https://game8.jp/dadasurvivor/587791
PUN0125,PET08,DD-6,Robot,Standard,Group D — Rex / DD-6,Robot + Frog,Quality Skill,5,Epic Skill 2,Epic,Reach Epic quality.,,,,,,United Stand,Pet inherited ATK +15%.,"{""pet_inherited_atk_percent"":15}",Pet,United Stand,"Pet deployed; after awakening, unlocked skills of matching quality may be swapped.",Yes,High,PetDamageBuff,Exact current public guide / Drive transcription,https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4; https://onechilledgamer.com/survivor-io-pet-guide/; https://game8.jp/dadasurvivor/587791
PUN0126,PET08,DD-6,Robot,Standard,Group D — Rex / DD-6,Robot + Frog,Quality Skill,6,Legend Skill,Legend,Reach Legend quality.,,,,,,Satellite Cannon,Blasts an area for 1000% Pet ATK every 5 seconds; damage +250% when the owner levels up.,"{""damage_percent"":1000,""cooldown_seconds"":5,""damage_after_owner_level_up_percent"":250}",Pet,Satellite Cannon,"Pet deployed; after awakening, unlocked skills of matching quality may be swapped.",Yes,High,PetDamageBuff,Exact current public guide / Drive transcription,https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4; https://onechilledgamer.com/survivor-io-pet-guide/; https://game8.jp/dadasurvivor/587791
PUN0127,PET08,DD-6,Robot,Standard,Group D — Rex / DD-6,Robot + Frog,Awakening,1,Y1,Epic,Complete the pet's awakening mission and spend the listed awakening materials. Epic pet required for the Yellow awakening track.,5,5,3,20,900,Laser Cannon,Sweeps a small frontal area; 20-second cooldown.,"{""area_size"":""Small frontal"",""cooldown_seconds"":20}",Pet / Owner / Skill slot,Pet damage,Awakening stage reached; active-skill effects require this pet to be deployed.,Yes,High,DirectPetDamage,Awakening effect exact from current Game8 table; crystal/count/affection values from Drive chart. The source chart's pet-count field is preserved without inventing missing rarity-icon detail.,https://game8.jp/dadasurvivor/587791; https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4
PUN0128,PET08,DD-6,Robot,Standard,Group D — Rex / DD-6,Robot + Frog,Awakening,2,Y2,Epic,Complete the pet's awakening mission and spend the listed awakening materials. Epic pet required for the Yellow awakening track.,5,10,3,30,1800,Deploy Skill Slot Quality,Raises the quality of a deploy-skill slot.,"{""deploy_skill_slot_quality_upgrade"":1}",Pet / Owner / Skill slot,Skill slot,Awakening stage reached; active-skill effects require this pet to be deployed.,Yes,High,DirectPetDamage,Awakening effect exact from current Game8 table; crystal/count/affection values from Drive chart. The source chart's pet-count field is preserved without inventing missing rarity-icon detail.,https://game8.jp/dadasurvivor/587791; https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4
PUN0129,PET08,DD-6,Robot,Standard,Group D — Rex / DD-6,Robot + Frog,Awakening,3,Y3,Epic,Complete the pet's awakening mission and spend the listed awakening materials. Epic pet required for the Yellow awakening track.,10,20,5,40,2700,Laser Cannon+,Sweeps a medium frontal area; 12-second cooldown.,"{""area_size"":""Medium frontal"",""cooldown_seconds"":12}",Pet / Owner / Skill slot,Pet damage,Awakening stage reached; active-skill effects require this pet to be deployed.,Yes,High,DirectPetDamage,Awakening effect exact from current Game8 table; crystal/count/affection values from Drive chart. The source chart's pet-count field is preserved without inventing missing rarity-icon detail.,https://game8.jp/dadasurvivor/587791; https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4
PUN0130,PET08,DD-6,Robot,Standard,Group D — Rex / DD-6,Robot + Frog,Awakening,4,Y4,Epic,Complete the pet's awakening mission and spend the listed awakening materials. Epic pet required for the Yellow awakening track.,20,40,5,50,3600,Deploy Skill Slot Quality,Raises the quality of a deploy-skill slot.,"{""deploy_skill_slot_quality_upgrade"":1}",Pet / Owner / Skill slot,Skill slot,Awakening stage reached; active-skill effects require this pet to be deployed.,Yes,High,DirectPetDamage,Awakening effect exact from current Game8 table; crystal/count/affection values from Drive chart. The source chart's pet-count field is preserved without inventing missing rarity-icon detail.,https://game8.jp/dadasurvivor/587791; https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4
PUN0131,PET08,DD-6,Robot,Standard,Group D — Rex / DD-6,Robot + Frog,Awakening,5,Y5,Epic,Complete the pet's awakening mission and spend the listed awakening materials. Epic pet required for the Yellow awakening track.,30,70,7,60,4800,Wide Laser Cannon,Sweeps a wide frontal area; 12-second cooldown.,"{""area_size"":""Wide frontal"",""cooldown_seconds"":12}",Pet / Owner / Skill slot,Pet damage,Awakening stage reached; active-skill effects require this pet to be deployed.,Yes,High,DirectPetDamage,Awakening effect exact from current Game8 table; crystal/count/affection values from Drive chart. The source chart's pet-count field is preserved without inventing missing rarity-icon detail.,https://game8.jp/dadasurvivor/587791; https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4
PUN0132,PET08,DD-6,Robot,Standard,Group D — Rex / DD-6,Robot + Frog,Awakening,6,R1,Legend,Complete the pet's awakening mission and spend the listed awakening materials. Legend quality is associated with the Red awakening track.,40,110,7,70,6000,Deploy Skill Slot Quality,Raises the quality of a deploy-skill slot.,"{""deploy_skill_slot_quality_upgrade"":1}",Pet / Owner / Skill slot,Skill slot,Awakening stage reached; active-skill effects require this pet to be deployed.,Yes,High,DirectPetDamage,Awakening effect exact from current Game8 table; crystal/count/affection values from Drive chart. The source chart's pet-count field is preserved without inventing missing rarity-icon detail.,https://game8.jp/dadasurvivor/587791; https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4
PUN0133,PET08,DD-6,Robot,Standard,Group D — Rex / DD-6,Robot + Frog,Awakening,7,R2,Legend,Complete the pet's awakening mission and spend the listed awakening materials. Legend quality is associated with the Red awakening track.,60,170,9,80,7500,Extra-Wide Laser Cannon,Sweeps an extra-wide frontal area; 6-second cooldown.,"{""area_size"":""Extra-wide frontal"",""cooldown_seconds"":6}",Pet / Owner / Skill slot,Pet damage,Awakening stage reached; active-skill effects require this pet to be deployed.,Yes,Very High,DirectPetDamage,Awakening effect exact from current Game8 table; crystal/count/affection values from Drive chart. The source chart's pet-count field is preserved without inventing missing rarity-icon detail.,https://game8.jp/dadasurvivor/587791; https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4
PUN0134,PET08,DD-6,Robot,Standard,Group D — Rex / DD-6,Robot + Frog,Awakening,8,R3,Legend,Complete the pet's awakening mission and spend the listed awakening materials. Legend quality is associated with the Red awakening track.,60,230,9,90,9000,Deploy Skill Slot Quality,Raises the quality of a deploy-skill slot.,"{""deploy_skill_slot_quality_upgrade"":1}",Pet / Owner / Skill slot,Skill slot,Awakening stage reached; active-skill effects require this pet to be deployed.,Yes,High,DirectPetDamage,Awakening effect exact from current Game8 table; crystal/count/affection values from Drive chart. The source chart's pet-count field is preserved without inventing missing rarity-icon detail.,https://game8.jp/dadasurvivor/587791; https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4
PUN0135,PET08,DD-6,Robot,Standard,Group D — Rex / DD-6,Robot + Frog,Awakening,9,R4,Legend,Complete the pet's awakening mission and spend the listed awakening materials. Legend quality is associated with the Red awakening track.,60,290,9,105,11300,Deploy Skill Slot Quality,Raises the quality of a deploy-skill slot.,"{""deploy_skill_slot_quality_upgrade"":1}",Pet / Owner / Skill slot,Skill slot,Awakening stage reached; active-skill effects require this pet to be deployed.,Yes,High,DirectPetDamage,Awakening effect exact from current Game8 table; crystal/count/affection values from Drive chart. The source chart's pet-count field is preserved without inventing missing rarity-icon detail.,https://game8.jp/dadasurvivor/587791; https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4
PUN0136,PET08,DD-6,Robot,Standard,Group D — Rex / DD-6,Robot + Frog,Awakening,10,R5,Legend,Complete the pet's awakening mission and spend the listed awakening materials. Legend quality is associated with the Red awakening track.,60,350,15,130,15000,Surrounding Laser Cannon,Sweeps around the pet; 6-second cooldown.,"{""area_size"":""Surrounding"",""cooldown_seconds"":6}",Pet / Owner / Skill slot,Pet damage,Awakening stage reached; active-skill effects require this pet to be deployed.,Yes,Very High,DirectPetDamage,Awakening effect exact from current Game8 table; crystal/count/affection values from Drive chart. The source chart's pet-count field is preserved without inventing missing rarity-icon detail.,https://game8.jp/dadasurvivor/587791; https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4
PUN0137,PET09,Gary,Snail,Limited collaboration,No supported awakening group,No favorite toy currently documented,Base Attack,0,Base Attack,Normal,Deploy this pet in battle.,,,,,,Corrosive Slime Trail,"Leaves corrosive slime while moving, dealing 200% Pet ATK every 0.5 seconds for 4 seconds; damage +35% when owner levels up.","{""damage_percent_per_tick"":200,""tick_interval_seconds"":0.5,""duration_seconds"":4,""damage_after_owner_level_up_percent"":35}",Pet attack,Persistent damage over time,Automatic attack while deployed,Yes,Support / Raid source,DirectPetDamage,Exact current public guide / Drive transcription,https://game8.jp/dadasurvivor/555253; https://onechilledgamer.com/survivor-io-pet-guide/
PUN0138,PET09,Gary,Snail,Limited collaboration,No supported awakening group,No favorite toy currently documented,Assist Skill,1,Better Assist Skill,Better,Reach Better quality; the pet receives one random assist skill.,,,,,,Random Assist Skill,Unlocks one random assist skill used when this pet is assigned as an assist.,"{""random_assist_skill_slots"":1}",Deployed pet,Assist,Pet assigned to one of the two assist slots,Conditional,Skill dependent,AssistSkill,Exact pet-system rule,https://onechilledgamer.com/survivor-io-pet-guide/
PUN0139,PET09,Gary,Snail,Limited collaboration,No supported awakening group,No favorite toy currently documented,Quality Skill,2,Excellent Skill 1,Excellent,Reach Excellent quality.,,,,,,Inspiration,Owner Crit Damage +6%.,"{""owner_crit_damage_percent"":6}",Owner,Inspiration,"Pet deployed; after awakening, unlocked skills of matching quality may be swapped.",Yes,High,OwnerBuff,Exact current public guide / Drive transcription,https://game8.jp/dadasurvivor/555253; https://onechilledgamer.com/survivor-io-pet-guide/
PUN0140,PET09,Gary,Snail,Limited collaboration,No supported awakening group,No favorite toy currently documented,Quality Skill,3,Excellent Skill 2,Excellent,Reach Excellent quality.,,,,,,Guard,Owner collision damage reduction +10%.,"{""owner_collision_damage_reduction_percent"":10}",Owner,Guard,"Pet deployed; after awakening, unlocked skills of matching quality may be swapped.",No,Survival,SurvivalOrUtility,Exact current public guide / Drive transcription,https://game8.jp/dadasurvivor/555253; https://onechilledgamer.com/survivor-io-pet-guide/
PUN0141,PET09,Gary,Snail,Limited collaboration,No supported awakening group,No favorite toy currently documented,Quality Skill,4,Epic Skill 1,Epic,Reach Epic quality.,,,,,,Motivation,Owner Crit Rate +4%.,"{""owner_crit_rate_percent"":4}",Owner,Motivation,"Pet deployed; after awakening, unlocked skills of matching quality may be swapped.",Yes,Very High,OwnerBuff,Exact current public guide / Drive transcription,https://game8.jp/dadasurvivor/555253; https://onechilledgamer.com/survivor-io-pet-guide/
PUN0142,PET09,Gary,Snail,Limited collaboration,No supported awakening group,No favorite toy currently documented,Quality Skill,5,Epic Skill 2,Epic,Reach Epic quality.,,,,,,Tough Skin,Pet damage taken -40%.,"{""pet_damage_taken_reduction_percent"":40}",Pet,Tough Skin,"Pet deployed; after awakening, unlocked skills of matching quality may be swapped.",No,Survival,SurvivalOrUtility,Exact current public guide / Drive transcription,https://game8.jp/dadasurvivor/555253; https://onechilledgamer.com/survivor-io-pet-guide/
PUN0143,PET09,Gary,Snail,Limited collaboration,No supported awakening group,No favorite toy currently documented,Quality Skill,6,Legend Skill,Legend,Reach Legend quality.,,,,,,United Effort,Pet inherited HP +20%.,"{""pet_inherited_hp_percent"":20}",Pet,United Effort,"Pet deployed; after awakening, unlocked skills of matching quality may be swapped.",No,Survival,SurvivalOrUtility,Exact current public guide / Drive transcription,https://game8.jp/dadasurvivor/555253; https://onechilledgamer.com/survivor-io-pet-guide/
PUN0144,PET10,Karen,Computer / robot companion,Limited collaboration,No supported awakening group,No favorite toy currently documented,Base Attack,0,Base Attack,Normal,Deploy this pet in battle.,,,,,,Single Laser,Fires one laser dealing 600% Pet ATK with a 0.5-second cooldown; damage +25% when owner levels up.,"{""damage_percent"":600,""cooldown_seconds"":0.5,""damage_after_owner_level_up_percent"":25}",Pet attack,Fast single-target laser,Automatic attack while deployed,Yes,High base attack / limited progression,DirectPetDamage,Exact current public guide / Drive transcription,https://game8.jp/dadasurvivor/585217; https://onechilledgamer.com/survivor-io-pet-guide/
PUN0145,PET10,Karen,Computer / robot companion,Limited collaboration,No supported awakening group,No favorite toy currently documented,Assist Skill,1,Better Assist Skill,Better,Reach Better quality; the pet receives one random assist skill.,,,,,,Random Assist Skill,Unlocks one random assist skill used when this pet is assigned as an assist.,"{""random_assist_skill_slots"":1}",Deployed pet,Assist,Pet assigned to one of the two assist slots,Conditional,Skill dependent,AssistSkill,Exact pet-system rule,https://onechilledgamer.com/survivor-io-pet-guide/
PUN0146,PET10,Karen,Computer / robot companion,Limited collaboration,No supported awakening group,No favorite toy currently documented,Quality Skill,2,Excellent Skill 1,Excellent,Reach Excellent quality.,,,,,,Inspiration,Owner Crit Damage +6%.,"{""owner_crit_damage_percent"":6}",Owner,Inspiration,"Pet deployed; after awakening, unlocked skills of matching quality may be swapped.",Yes,High,OwnerBuff,Exact current public guide / Drive transcription,https://game8.jp/dadasurvivor/585217; https://onechilledgamer.com/survivor-io-pet-guide/
PUN0147,PET10,Karen,Computer / robot companion,Limited collaboration,No supported awakening group,No favorite toy currently documented,Quality Skill,3,Excellent Skill 2,Excellent,Reach Excellent quality.,,,,,,Guard,Owner collision damage reduction +10%.,"{""owner_collision_damage_reduction_percent"":10}",Owner,Guard,"Pet deployed; after awakening, unlocked skills of matching quality may be swapped.",No,Survival,SurvivalOrUtility,Exact current public guide / Drive transcription,https://game8.jp/dadasurvivor/585217; https://onechilledgamer.com/survivor-io-pet-guide/
PUN0148,PET10,Karen,Computer / robot companion,Limited collaboration,No supported awakening group,No favorite toy currently documented,Quality Skill,4,Epic Skill 1,Epic,Reach Epic quality.,,,,,,Motivation,Owner Crit Rate +4%.,"{""owner_crit_rate_percent"":4}",Owner,Motivation,"Pet deployed; after awakening, unlocked skills of matching quality may be swapped.",Yes,Very High,OwnerBuff,Exact current public guide / Drive transcription,https://game8.jp/dadasurvivor/585217; https://onechilledgamer.com/survivor-io-pet-guide/
PUN0149,PET10,Karen,Computer / robot companion,Limited collaboration,No supported awakening group,No favorite toy currently documented,Quality Skill,5,Epic Skill 2,Epic,Reach Epic quality.,,,,,,Tough Skin,Pet damage taken -40%.,"{""pet_damage_taken_reduction_percent"":40}",Pet,Tough Skin,"Pet deployed; after awakening, unlocked skills of matching quality may be swapped.",No,Survival,SurvivalOrUtility,Exact current public guide / Drive transcription,https://game8.jp/dadasurvivor/585217; https://onechilledgamer.com/survivor-io-pet-guide/
PUN0150,PET10,Karen,Computer / robot companion,Limited collaboration,No supported awakening group,No favorite toy currently documented,Quality Skill,6,Legend Skill,Legend,Reach Legend quality.,,,,,,United Effort,Pet inherited HP +20%.,"{""pet_inherited_hp_percent"":20}",Pet,United Effort,"Pet deployed; after awakening, unlocked skills of matching quality may be swapped.",No,Survival,SurvivalOrUtility,Exact current public guide / Drive transcription,https://game8.jp/dadasurvivor/585217; https://onechilledgamer.com/survivor-io-pet-guide/
